 Date,PEAK_HOUR,REAL_LOAD,AVG_TMPR,MIN_TMPR,MAX_TMPR,RAIN_AMT,CLD_AMT,SUN_HOUR,HOLIDAY_YN
2014.6.29,15,65842,24.332,19.729,29.312,0,6.615,7.069,N
2014.6.30,15,67390,24.743,21.094,30.062,9.078,8.798,4.511,N
2014.7.1,12,59230,23.156,21.096,25.144,41.246,9.974,0.04,N
2014.7.2,21,53160,23.269,20.683,27.595,0,8.033,3.863,N
2014.7.3,15,65642,24.585,21.486,29.687,0,7.309,7.44,N
2014.7.4,15,66433,24.443,21.119,28.21,0,7.86,6.172,N
2014.7.5,15,67858,25.344,22.987,28.81,0,8.442,4.251,N
2014.7.6,15,66378,23.696,22.112,25.949,46.749,9.964,0.364,N
2014.7.7,15,65582,22.823,20.715,24.518,66.24,9.664,0.124,N
2014.7.8,12,57899,23.899,19.608,29.192,0,4.949,8.551,N
2014.7.9,21,54057,25.199,21.091,30.287,0,3.106,11.297,N
2014.7.10,17,68751,25.824,21.42,30.959,0,5.914,7.467,N
2014.7.11,15,67961,25.233,21.86,28.712,6.997,8.614,2.614,N
2014.7.12,15,67862,24.038,22.094,26.577,39.18,9.219,0.714,N
2014.7.13,15,67740,25.247,21.884,29.112,0,8.766,2.909,N
2014.7.14,15,68543,25.704,22.146,29.275,41.299,9.211,2.576,N
2014.7.15,12,59922,23.455,21.109,26.403,31.436,10,0.341,N
2014.7.16,21,53714,22.153,20.282,24.36,71.309,9.91,0.413,N
2014.7.17,15,64442,23.036,20.465,26.339,0,9.315,1.366,N
2014.7.18,15,66197,24.461,21.712,27.24,5.283,9.41,0.475,N
2014.7.19,15,68952,.,.,.,0,.,.,N
2014.7.20,15,67871,25.467,23.541,28.377,36.279,8.948,3.032,N
2014.7.21,15,69021,26.354,23.361,30.221,0,6.291,8.183,N
2014.7.22,15,62512,27.232,24.045,31.399,0,5.883,8.029,N
2014.7.23,21,57900,27.051,24.163,30.524,0,7.749,4.958,N
2014.7.24,15,72595,28.049,25.313,31.383,0,7.214,5.48,N
2014.7.25,15,74653,28.558,25.341,32.829,0,5.572,10.024,N
2014.7.26,15,75404,28.662,25.039,32.682,0,4.576,10.604,N
2014.7.27,15,75780,28.803,24.882,33.259,0,3.16,12.161,N
2014.7.28,12,72704,28.68,25.331,33.122,0,4.675,9.985,N
2014.7.29,15,64680,29.207,25.523,33.854,0,3.685,10.642,N
2014.7.30,21,60779,29.531,26.219,33.852,0,4.033,11.187,N
2014.7.31,15,69856,29.273,24.858,33.201,0,5.289,9.127,N
2014.8.1,15,70763,29.765,26.418,34.07,0,4.447,9.393,N
2014.8.2,15,68525,30.693,26.124,35.58,0,3.636,11.585,N
2014.8.3,15,67314,30.407,26.925,34.735,0,4.963,10.282,N
2014.8.4,15,63936,30.694,27.025,35.003,0,3.08,12.766,N
2014.8.5,21,59636,30.854,27.077,35.582,0,2.268,11.784,N
2014.8.6,21,60530,31.112,26.435,36.324,0,2.52,11.788,N
2014.8.7,15,76941,30.733,26.9,35.51,0,3.293,10.371,N
2014.8.8,15,77403,29.721,26.097,34.22,0,3.437,10.167,N
2014.8.9,15,75757,28.727,24.705,33.429,0,5.798,10.19,N
2014.8.10,15,76160,28.662,25.341,33.093,0,6.815,7.167,N
2014.8.11,12,73238,26.784,24.789,29.392,5.011,9.197,1.008,N
2014.8.12,15,63524,28.029,24.072,32.531,0,6.271,6.499,N
2014.8.13,21,57960,26.753,24.217,29.825,0,9.224,2.945,N
2014.8.14,15,72050,26.38,23.523,29.75,17.873,8.432,2.626,N
2014.8.15,15,71968,26.398,23.498,30.203,0,7.76,4.568,N
2014.8.16,12,62387,26.188,23.87,29.315,74.659,9.766,1.959,Y
2014.8.17,15,72251,26.558,23.957,29.677,0,7.938,4.224,N
2014.8.18,15,73825,27.985,24.378,32.866,0.795,6.928,7.15,N
2014.8.19,12,63768,28.205,25.907,31.07,0,8.076,4.242,N
2014.8.20,21,59360,28.719,26.428,32.286,0,7.946,5.331,N
2014.8.21,15,73709,26.993,25.388,29.013,0,9.43,1.428,N
2014.8.22,15,73572,26.876,24.55,31.056,62.131,8.152,5.404,N
2014.8.23,12,68327,23.439,21.601,25.983,26.497,9.474,0.039,N
2014.8.24,15,67110,22.809,20.955,25.114,28.017,9.296,0.72,N
2014.8.25,15,65838,22.911,21.21,25.146,21.139,9.662,0.04,N
2014.8.26,15,60599,26.224,22.488,30.849,0,7.548,5.195,N
2014.8.27,21,58068,27.964,24.015,32.902,0,4.275,8.325,N
2014.8.28,15,72696,28.233,24.94,31.954,0,6.742,6.329,N
2014.8.29,15,67435,26.006,23.008,29.2,23.822,9.847,0.444,N
2014.8.30,15,70270,26.479,23.192,30.095,0,7.878,6.92,N
2014.8.31,12,66904,22.525,19.84,25.866,50.864,9.608,0.197,N
2014.9.1,15,66198,23.63,19.125,28.322,0,3.717,10.387,N
2014.9.2,15,58196,24.439,21.068,29.24,0,6.384,7.573,N
2014.9.3,20,54602,24.786,21.119,29.362,0,4.624,8.187,N
2014.9.4,15,67693,24.993,21.729,29.264,0,5.604,5.872,N
2014.9.5,15,66324,23.433,20.726,26.627,0,8.747,2.863,N
2014.9.6,15,65566,23.39,19.627,27.802,9.742,5.268,8.519,N
2014.9.7,15,64096,22.262,17.454,27.551,0,0.392,11.758,N
2014.9.8,15,64860,23.121,17.744,28.019,0,5.959,8.056,N
2014.9.9,12,56953,22.093,19.143,25.982,35.786,8.152,4.653,N
2014.9.10,20,52607,20.613,18.064,23.566,0,9.296,1.813,N
2014.9.11,15,63382,22.252,18.052,27.301,0,5.086,8.013,N
2014.9.12,15,63690,22.448,17.882,27.489,0,3.026,10.295,N
2014.9.13,15,63598,22.149,18.636,26.281,0,7.214,4.413,N
2014.9.14,15,63730,21.592,19.679,23.786,14.263,9.47,1.303,N
2014.9.15,11,61461,19.96,18.02,22.098,6.84,9.508,0.866,N
2014.9.16,12,55814,20.38,17.295,23.874,0,9.118,3.632,N
2014.9.17,20,52053,19.535,17.838,21.34,34.112,9.76,0,N
2014.9.18,11,60517,18.766,17.417,20.528,70.027,9.72,0.026,N
2014.9.19,15,61632,21.166,17.956,25.342,0,6.645,7.822,N
2014.9.20,15,61552,20.802,17.419,25.593,0,3.478,9.498,N
2014.9.21,20,61933,20.242,15.929,25.36,0,3.352,8.916,N
2014.9.22,15,61504,20.203,16.453,25.081,0,4.383,6.867,N
2014.9.23,12,56074,20.788,15.685,26.433,0,4.53,9.159,N
2014.9.24,20,52648,21.073,16.43,26.633,0,1.266,10.901,N
2014.9.25,15,61955,21.067,16.082,27.174,0,1.028,11.103,N
2014.9.26,15,61999,21.197,16.287,27.133,0,0.687,11.046,N
2014.9.27,15,61849,20.711,16.22,25.499,0,6.283,7.394,N
2014.9.28,15,60988,20.34,17.405,24.412,0,6.705,3.449,N
2014.9.29,11,58686,19.409,16.067,24.016,0,5.79,6.79,N
2014.9.30,1,46048,17.435,14.41,21.817,0,4.209,8.83,Y
2014.10.1,23,41302,17.109,12.68,22.188,0,3.047,9.166,Y
2014.10.2,20,44079,18.218,13.052,24.463,0,1.876,10.307,Y
2014.10.3,20,48778,19.042,14.121,25.108,0,1.644,9.127,N
2014.10.4,20,51925,19.348,14.361,25.69,0,3.076,9.587,Y
2014.10.5,19,59549,18.957,13.884,24.854,0,1.522,10.163,N
2014.10.6,19,60138,18.846,14.847,22.929,0,6.966,3.683,N
2014.10.7,12,55401,19.407,16.025,24.706,0,4.913,6.781,N
2014.10.8,20,51457,18.634,14.067,24.438,0,1.197,9.941,N
2014.10.9,19,60359,17.734,13.652,23.159,0,2.844,9.281,N
2014.10.10,19,60972,17.292,12.469,22.786,0,4.823,7.445,N
2014.10.11,19,60099,16.606,12.779,21.91,0,3.776,6.203,N
2014.10.12,19,61169,14.805,10.771,20.047,0,0.468,10.649,N
2014.10.13,19,59780,15.262,9.172,22.092,0,1.429,10.557,N
2014.10.14,11,53632,16.445,11.299,23.599,0,4.53,7.731,N
2014.10.15,20,50815,16.796,12.115,23.249,0,2.861,7.305,N
2014.10.16,19,60196,15.658,10.783,22.425,0,1.094,10.5,N
2014.10.17,19,60814,17.452,10.987,23.778,0,4.059,9.171,N
2014.10.18,19,60257,14.032,9.296,18.715,0,4.808,5.625,N
2014.10.19,19,61039,12.003,6.599,17.942,0,0.08,10.553,N
2014.10.20,19,60020,14.403,8.935,20.846,0,1.095,9.848,N
2014.10.21,11,54174,15.278,9.987,21.472,0,4.204,6.33,N
2014.10.22,20,51456,17.601,12.605,24.569,0,3.206,8.496,N
2014.10.23,19,61429,15.084,10.963,19.768,37.061,8.91,0.814,N
2014.10.24,19,61622,11.549,7.247,16.348,0,2.009,10.115,N
2014.10.25,19,60965,12.985,8.096,18.902,0,5.621,5.552,N
2014.10.26,19,61308,14.949,10.438,21.225,0,2.711,7.605,N
2014.10.27,19,60371,16.274,10.75,23.026,0,2.85,9.053,N
2014.10.28,12,55277,15.549,13.79,17.496,49.656,9.774,0.016,N
2014.10.29,23,51516,15.754,11.762,20.47,0,2.415,9.707,N
2014.10.30,19,61144,13.219,8.736,18.723,0,4.098,8.395,N
2014.10.31,19,62115,10.655,6.865,14.752,0,2.697,8.97,N
2014.11.1,19,61481,8.584,4.448,13.587,0,3.972,8.009,N
2014.11.2,19,62758,7.501,4.436,11.663,0,1.032,9.783,N
2014.11.3,19,61775,7.805,2.626,13.814,0,0.875,9.888,N
2014.11.4,11,55191,10.003,3.45,17.157,0,1.362,9.425,N
2014.11.5,23,53038,12.007,8.498,15.747,4.921,8.825,0.86,N
2014.11.6,19,63267,10.489,8.424,14.04,0,7.497,3.937,N
2014.11.7,19,64981,9.201,7.036,11.946,0,8.394,3.143,N
2014.11.8,10,62448,9.917,6.186,14.414,0,4.176,6.72,N
2014.11.9,19,63379,10.491,6.626,14.85,0,6.231,2.812,N
2014.11.10,10,62933,11.234,6.641,16.828,0,2.368,8.059,N
2014.11.11,1,55606,12.773,9.752,15.978,0,6.557,6.158,N
2014.11.12,23,54242,10.587,6.332,14.198,22.589,8.356,1.715,N
2014.11.13,19,63856,9.289,7.135,12.359,0,6.65,4.939,N
2014.11.14,19,65071,7.274,3.964,11.366,0,5.397,6.672,N
2014.11.15,10,65597,4.476,1.917,8.234,0,3.559,7.942,N
2014.11.16,19,65600,5.632,1.293,11.347,0,0.383,9.598,N
2014.11.17,10,65817,6.609,1.666,10.652,6.821,6.837,1.766,N
2014.11.18,24,58325,7.219,3.846,10.538,5.397,5.187,6.54,N
2014.11.19,23,55874,5.301,1.146,10.687,0,0.705,9.568,N
2014.11.20,19,66846,5.588,1.285,11.379,0,4.025,6.412,N
2014.11.21,19,67583,3.67,-0.033,7.882,0,3.14,6.831,N
2014.11.22,10,67861,5.062,0.031,9.939,0,5.052,4.649,N
2014.11.23,10,66803,7.405,2.596,12.559,0,5.11,6.531,N
2014.11.24,10,66568,6.018,3.375,9.414,0,6.559,5.135,N
2014.11.25,24,59203,3.54,0.078,8.606,0,0.612,9.184,N
2014.11.26,24,56021,4.254,-0.645,9.176,1.638,6.428,5.38,N
2014.11.27,18,68602,3.702,0.443,7.489,3.982,5.056,6.468,N
2014.11.28,10,68958,2.784,-1.627,7.744,0,0.965,9.319,N
2014.11.29,10,68297,6.834,0.644,12.998,0,4.678,4.755,N
2014.11.30,11,69062,3.277,0.297,7.763,0,4.158,6.293,N
2014.12.1,10,68779,3.396,-0.92,8.712,0,4.608,5.578,N
2014.12.2,11,60745,1.389,-3.285,6.205,0,3.658,8.779,N
2014.12.3,24,57401,4.042,1.46,8.378,0,5.773,4.658,N
2014.12.4,11,70771,3.648,-0.058,8.354,0,7.546,1.455,N
2014.12.5,11,72034,-0.215,-2.537,3.135,0,1.674,8.772,N
2014.12.6,11,72502,-0.34,-3.195,4.645,7.371,7.216,2.486,N
2014.12.7,18,74704,-3.852,-7.263,-0.463,0,3.037,7.722,N
2014.12.8,11,75855,-1.985,-4.626,0.957,3.497,7.699,0.883,N
2014.12.9,12,64826,-4.468,-7.37,-1.223,0,3.031,7.23,N
2014.12.10,24,62638,-6.879,-10.155,-3.345,0,1.024,8.755,N
2014.12.11,11,76899,-5.267,-9.101,-0.826,0,0.272,9.113,N
2014.12.12,11,77512,-3.765,-7.862,1.668,0,1.322,8.912,N
2014.12.13,11,76900,-2.501,-6.856,2.981,0,0,8.991,N
2014.12.14,11,76104,0.263,-5.258,6.346,0,2.21,8.451,N
2014.12.15,11,75128,4.262,0.812,6.722,34.475,9.642,0,N
2014.12.16,11,63513,6.102,3.286,9.204,0,7.252,1.891,N
2014.12.17,24,59375,4.062,0.364,8.101,0,3.767,6.671,N
2014.12.18,11,72907,2.497,-1.067,6.111,0,4.372,4.188,N
2014.12.19,11,75672,-3.579,-6.141,-0.388,0,1.74,8.085,N
2014.12.20,19,67769,-4.42,-8.08,0.052,0,1.526,8.782,Y
2014.12.21,11,75304,-1.248,-6.122,3.806,0,2.582,8.045,Y
2014.12.22,11,75837,1.181,-0.721,2.654,7.059,9.146,0,N
2014.12.23,11,64515,-0.052,-3.125,2.67,0,4.701,4.924,N
2014.12.24,24,63306,-5.601,-9.681,-2.324,0,2.57,7.717,N
2014.12.25,11,75100,-6.5,-11.149,-1.988,0,1.66,9.074,N
2014.12.26,24,65874,-5.129,-9.902,-0.215,0,2.519,7.855,Y
2014.12.27,11,77717,-7.721,-11.869,-2.581,0,0.541,9.122,N
2014.12.28,11,77005,-3.271,-9.343,2.182,0,4.18,7.898,N
2014.12.29,11,73730,-0.097,-2.323,2.391,8.519,7.788,0.429,N
2014.12.30,12,63609,1.002,-1.702,3.688,2.852,8.205,0.707,N
2014.12.31,24,61819,-4.587,-8.081,1.125,2.621,4.247,6.828,N
2015.1.1,11,65266,-6.196,-9.925,-1.889,0,1.405,8.913,Y
2015.1.2,1,60178,-2.365,-7.334,3.125,0,6.522,5.032,Y
2015.1.3,18,73387,-6.861,-11.285,-1.121,0,1.802,8.825,Y
2015.1.4,11,78272,-9.888,-13.173,-5.629,0,0.925,8.777,N
2015.1.5,11,78035,-7.975,-12.865,-2.595,0,0.166,9.209,N
2015.1.6,1,68053,-4.911,-10.52,0.862,0,2.075,8.221,N
2015.1.7,1,64147,-3.472,-6.768,1.355,0,2.485,7.928,N
2015.1.8,11,76634,-2.85,-7.386,2.544,0,3.779,7.508,N
2015.1.9,11,76163,-2.308,-5.951,2.558,0,1.579,8.496,N
2015.1.10,11,76436,-5.592,-8.242,-2.336,0,1.049,8.981,N
2015.1.11,11,76511,-5.974,-10.148,-0.753,0,0.265,9.245,N
2015.1.12,11,76170,-2.491,-8.32,3.498,0,4.216,7.477,N
2015.1.13,1,65458,1.528,-2.62,7.045,0,4.075,6.013,N
2015.1.14,1,61334,0.809,-2.184,4.279,0,6.97,0.343,N
2015.1.15,11,74232,0.284,-3.139,5.211,0,0.722,6.189,N
2015.1.16,11,74097,-0.131,-4.382,4.987,0,3.361,6.377,N
2015.1.17,11,74087,-0.263,-3.82,3.632,0,5.692,3.91,N
2015.1.18,11,74588,-3.274,-5.958,0.169,0,3.03,6.067,N
2015.1.19,11,74668,-2.56,-7.749,2.997,0,1.175,9.329,N
2015.1.20,1,64737,1.071,-2.804,6.116,0,3.456,6.04,N
2015.1.21,1,61013,2.908,-1.914,7.209,0,7.198,3.027,N
2015.1.22,11,73045,4.368,3.229,5.766,19.318,10,0,N
2015.1.23,11,71408,4.405,2.977,6.376,1.313,9.614,0.018,N
2015.1.24,11,71739,2.965,1.927,4.696,0,9.582,0.072,N
2015.1.25,11,71712,0.762,-3.403,4.205,0,5.238,2.595,N
2015.1.26,11,74416,-5.124,-7.225,-1.851,0,0.848,9.356,N
2015.1.27,1,66011,-5.789,-8.889,-1.391,0,0.678,9.573,N
2015.1.28,1,63092,-4.841,-8.209,-1.041,0,1.545,8.564,N
2015.1.29,11,74689,-1.501,-7.317,3.681,0,3.365,6.748,N
2015.1.30,11,72947,3.077,-1.223,7.345,0,6.763,3.536,N
2015.1.31,11,70804,5.713,1.457,11.097,0,4.906,5.314,N
2015.2.1,11,69396,7.927,2.979,12.946,0,6.856,5.386,N
2015.2.2,11,68542,9.027,5.9,11.534,32.697,9.256,0,N
2015.2.3,24,62234,2.517,-1.974,7.496,0,1.861,9.328,N
2015.2.4,24,60333,-0.242,-3.831,2.251,5.04,7.543,1.304,N
2015.2.5,11,71551,1.787,-0.998,5.634,6.369,6.136,5.738,N
2015.2.6,11,73596,1.385,-1.816,4.282,3.884,8.606,0,N
2015.2.7,11,71848,0.908,-1.198,3.41,0,6.926,5.312,N
2015.2.8,11,74719,-7.01,-11.228,-0.3,0,3.188,8.008,N
2015.2.9,11,74604,-8.542,-13.484,-2.855,0,2.79,9.025,Y
2015.2.10,1,62468,-4.765,-9.478,0.304,0,2.94,9.472,Y
2015.2.11,1,54678,-1.73,-6.552,3.098,0,2.485,7.604,Y
2015.2.12,24,56338,-2.728,-7.309,2.346,0,2.108,9.677,Y
2015.2.13,11,64266,-1.569,-3.362,1.239,0.187,7.532,0.317,Y
2015.2.14,11,71969,-0.082,-5.017,5.127,0,2.86,9.576,Y
2015.2.15,11,71876,.,.,.,0,.,.,N
2015.2.16,11,70060,1.387,-3.238,5.42,0,2.696,9.474,N
2015.2.17,11,63952,-0.965,-5.846,4.927,0,1.427,10.001,N
2015.2.18,1,59718,2.771,-1.431,6.246,1.181,9.079,1.797,N
2015.2.19,11,71633,2.733,0.09,5.616,0,8.258,3.151,N
2015.2.20,11,71852,-0.413,-4.169,3.514,0,3.602,6.989,N
2015.2.21,11,72698,-2.196,-6.7,3.214,0,0.961,10.004,N
2015.2.22,11,72007,0.281,-3.776,5.325,0,2.806,9.349,N
2015.2.23,11,70930,2.026,-1.826,6.366,0,4.974,5.452,N
2015.2.24,11,62773,0.418,-3.796,4.856,0,0.32,10.239,N
2015.2.25,1,59503,2.571,-2.353,7.706,0,3.552,8.826,N
2015.2.26,11,69573,4.649,-0.615,10.634,0,4.728,7.654,N
2015.2.27,11,69769,6.072,2.887,9.401,0,8.469,0.3,N
2015.2.28,10,66995,6.539,2.721,12.836,0,3.37,8.666,N
2015.3.1,10,66417,8.955,0.979,16.616,0,4.345,8.115,N
2015.3.2,24,61944,4.024,-1.251,10.958,4.481,5.279,7.236,Y
2015.3.3,24,60310,0.537,-3.354,5.532,0,2.787,10.058,Y
2015.3.4,24,57720,2.093,-2.501,7.63,0,1.014,10.499,N
2015.3.5,11,69636,4.333,-0.859,10.759,0,2.152,8.103,N
2015.3.6,10,69193,5.501,-0.149,11.87,0,0,10.71,N
2015.3.7,10,68564,9.02,1.229,16.406,0,1.165,8.423,N
2015.3.8,11,66053,10.271,6.117,13.942,0,6.43,3.232,N
2015.3.9,10,66317,.,.,.,0,.,.,N
2015.3.10,11,57109,.,.,.,0,.,.,N
2015.3.11,23,55371,5.418,1.278,12.714,0,1.306,10.372,N
2015.3.12,11,66018,5.914,-0.993,13.728,0,0.296,10.816,N
2015.3.13,10,66043,9.639,2.418,15.115,0,4.934,6.073,N
2015.3.14,11,66661,7.078,2.325,12.253,15.082,8.244,2.47,N
2015.3.15,10,66393,4.991,1.525,10.34,0,4.495,8.201,N
2015.3.16,10,66756,.,.,.,0,.,.,N
2015.3.17,11,58914,.,.,.,0,.,.,N
2015.3.18,23,54636,9.636,3.672,17.244,14.376,6.773,6.42,N
2015.3.19,11,64048,10.2,7.403,14.811,15.937,6.503,6.428,N
2015.3.20,10,64290,10.965,6.78,15.353,0,6.424,5.382,N
2015.3.21,11,65913,6.183,-0.69,12.103,0,5.642,5.521,N
2015.3.22,10,67163,3.138,-3.153,9.439,0,0,11.296,N
2015.3.23,11,66946,5.736,1.591,10.495,0,5.276,2.962,N
2015.3.24,11,58538,7.645,1.385,14.438,0,3.387,10.101,N
2015.3.25,23,54616,.,.,.,0,.,.,N
2015.3.26,11,65733,.,.,.,0,.,.,N
2015.3.27,10,66110,6.225,-0.215,12.764,0,2.714,11.11,N
2015.3.28,10,64593,9.751,3.534,16.635,0,1.025,10.956,N
2015.3.29,10,63911,10.144,5.373,16.46,0,4.984,7.592,N
